ID,English Word,Tachelhit Expression
6549,trachea,"agʷmam, igʷmamen n turin"
6550,track,"1.A narrow road or path. Taɣarast, tiɣarasin"
6551,track down,ameẓ/ɣʷi
6552,track suit,"timlesit, timlesa n iggi"
6553,tract,"anful, infulen"
6554,traction,"aldday, ilddayen"
6555,trade union,"tammullit, timmullitin"
6556,trade unionist,"bu-temmullit, id bu- temmullit"
6557,trader,"asbbab, isbbaben"
6558,tradition,"tamyurt, timyurin"
6559,traditional,azayku/aqqbur
6560,traffic,uzzal
6561,traffic light,tifawin n uɣaras
6562,tragedy,"1.An extremely sad event or situation. Tawwungimt, tiwwungimin"
6563,tragic,igan tawwungimt
6564,trailer,"imkerr, imkerren"
6565,trainee,"ablhuḍ, iblhuḍen"
6566,trainer,"1.A person who trains people or animals. Amssanun, imssanun"
6567,training,"annan, annanen"
6568,trait,"tamater, timitar/timatarin n teɣuri"
6569,traitor,"akllax, ikllaxen"
6570,tram,"ttram, id ttram"
6571,tramp,"acmkar, icmkaren"
6572,trample,sur
6573,transfer,smatti/smutty
6574,translate,rar
6575,transparency,"tifawt, tifawin"
6576,transparent,ifawn
6577,transportation,"tasayt, tasayin"
6578,trash,"arras, arrasen֎֎ amaras, imarasen֎֎ asmmam, ismmamen֎֎ tisfeḍit, tisfeḍiwin֎֎ amazir, imaziren֎֎ amdduz, imdduzen֎֎ 244 axʷsis, ixʷsisen֎֎ tajlxit, tijlxiyin֎֎ irkan֎֎ travel:  (v.) 1.If you travel, you go from one place to another. Mmuddu"
6579,tray,"aṭṭbṣil, iṭṭbṣilen֎֎ ticict, ticicin֎֎ taẓuḍa, tiẓuḍiwin֎֎ tastelt, tistal֎֎ taṣḍelt, tiṣḍal֎֎ azlaf, azlafen ֎֎ …"
6580,tread,akʷl
6581,treatement,"1.Treatemnt is medical attention given to a sick or injured person or animal. 12 Asifer, isiferen"
6582,treaty,"assacka, issackaten"
6583,treble,imɣur s kṛaḍt tikkal/tattwalin
6584,tree,"addag, addagen"
6585,tree flower,"abuɣlu, ibuɣluten"
6586,tree stump,"agjja, igjjaten"
6587,tremble,ktitef/sṭiteḥ/ḥbibeḍ
6588,tremendous,1.Very large or great. Bahra imqqurn/ixatern/iggutn
6589,tremor,"amdudi, imdudiyien"
6590,trend,"taḍfuṛi, tiḍfuṛiwin"
6591,tress,"takyuḍt, tikyuḍin"
6592,trench,"accbaṛ, iccbaṛen"
6593,trial,"1.A legal process in which a judge and jury decided whether a person is guilty of a crime. Amṣiṛiḍ, imṣiṛiḍen"
6594,triangle,"amakṛaḍ, imakṛaden"
6595,tribe,"taqqbilt, tiqqbilin*"
6596,tribunal,"tin-tiɣdemt, id tin-tiɣdemt"
6597,trickery,"taṭnnaẓt, tiṭnnaẓin"
6598,trigger,"aydi, iḍan"
6599,triming,"asram, asramen"
6600,trip over,mmjdawelli
6601,tripe,ilawan
6602,trite,ur ittumnidn
6603,trivial,ur ittumnidn
6604,tripod,issnda
6605,trolley,"takaṛṛuṣt, tikuṛṛaṣ"
6606,troop,"agalfu, igulfa"
6607,trophy,"tasmɣurt, tismɣurin"
6608,trot,lgleg (am. ar itteglag wayyis)֎֎ azzel
6609,trotter,"ayyis, isan"
6610,troublemaker,"axwwaḍ, ixwwaḍen"
6611,troublesome,issṛmiyn
6612,trough,"asdes, isdas"
6613,trousers,"atbban, itbbanen"
6614,trout,"ablaɣ, iblaɣen"
6615,trowel,"talmllast, tilmllasin"
6616,truck,"akaṛṛu, ikuṛṛa֎֎ akamyu, ikamyuten֎֎ alkamyu, ilkamyuten֎֎ amkkalu, imkkaluten֎֎ amasay, imassayen֎֎ amall, imallen֎֎"
6617,true,1.A true story or statement is based on facts and is not inventend. Illan
6618,truffle,tirfas
6619,trump,bbi
6620,trustworthy person,agʷmmam/agmmam
6621,truth,"tidt, tidtin"
6622,try on,arem
6623,T-shirt,"ariki, irikiyen"
6624,tub,"agra, igrewan"
6625,tube,"1.A long, hollow object like a pipe. Ajɛbub, ijɛbuben"
6626,tuberculosis,idmaren
6627,tuck,eg-nn
6628,tucker,"tiremt, tiram֎֎ tamccut, timccutin֎֎ matca, id matca֎֎ imtci, imtciyen֎֎ amccu, imccuten֎֎ amttcu, imttcuten֎֎"
6629,Tuesday,"aram, iramen"
6630,tuff,tafza
6631,tuft,"takyuḍt, tikyuḍin"
6632,tumbledryer,"tamzwut, timzwutin n tifawt"
6633,tummy,"abɛniḍ, ibɛniḍen֎֎ aḥddiz, iḥddizen֎֎ adis, idasiwen/idusan֎֎ abddiz, ibddizen (pej.)֎֎ amrraffu, imrruffa (pej.)֎֎ afddiz, ifddizen֎֎ aḥddis, iḥddisen (pej.)֎֎ afddis, ifddisen֎֎ aḥbbuḍ, iḥbbaḍ֎֎ aḥllum, iḥllumen (pej.)֎֎ aɛbbuḍ, iɛbbaḍ֎֎ abkniḍ, ibknaḍ֎֎ 254 askerc, iskerac (pej.)֎֎ aḥlig, iḥlgan֎֎ tasa, taswin֎֎ aḥddur, iḥdduren (pej.)֎֎ tumor/tumour (n.): ufuɣ, ufuɣen"
6634,tumulus,"aqbu, iqbuten"
6635,tune,"asif, isaffen֎֎ taytti, tayttiyin֎֎ tamawayt, timawayin֎֎ tamawit, timiwa֎֎ anya, anyaten֎֎ tawayt, tiwiya֎֎ takkawt, tikkawin֎֎ talalayt, tilalaylin֎֎ tanixt, tinixin֎֎"
6636,Tunisia,Tunes
6637,tunnel,"ifri, ifran"
6638,turban,"takarut, tikarutin֎֎ abakccu, ibukcca ֎֎ aṛeẓẓa, aṛeẓẓiwen֎֎ acddad, icddaden֎֎ akresi, ikresiyen/ikresiwen֎֎ akrezi, ikreziwen/ikreziyen֎֎ ittelli, ittelliyen֎֎ akrezi, ikreziwen֎֎ amawal, imawalen ֎֎"
6639,turd,"amqqus, imqqas"
6640,turkey,"bibi, id bibi"
6641,turn around,ssutel
6642,turn away,rar-d
6643,turn down,"1.If you turn down a reuqest or offer, you refuse or rejet it. Rar/surri"
6644,turn off,sfiss
6645,turn on,ṛẓem
6646,turn over,sbṛṛem
6647,turn to,sker
6648,turn up,"1.If someone or something turns up, they arrive or appear somewhere. Ack- d"
6649,turn upside down,sgrawel
6650,turnip,"tarkkimt, tirkmin"
6651,turpentine tree,"igg, aggiwen"
6652,turpitude,"acmuti, icmutiyen"
6653,turtle,"bu-tegra, id bu-tegra n waman"
6654,turtledove,"tamilla, timalliwin"
6655,tusk,"afanka, ifankiwen"
6656,TV,"tin-iẓeṛi, id tin-iẓeṛi"
6657,twang,"axnxam, ixnxamen"
6658,twelfth,wiss sin-d-mraw
6659,twelve,sin-d-mraw
6660,twentieth,wiss ugnar
6661,twenty,"agnar, ignaren"
6662,twiddled,ikkernunsn
6663,twice,snatt tikkat/tattwalin
6664,twig,"aḥctur, iḥturen"
6665,twilight,"timdllest, timdllesin"
6666,twins,ikunna/akniwen
6667,twisting,"azlag, izlagen"
6668,twitch grass,afar
6669,two,"sin, id sin"
6670,typewriter,"imiss, imassen n tirra"
6671,typical,iẓlin s
6672,tyrant,"adiktatur*, idiktatruren"
6673,ubac,"amalu, imula"
6674,udder,"tanaɣut, tinuɣa"
6675,ugly,iɛifn
6676,ulna,"taɣanimt, tiɣanimin n ufus"
6677,ultimate,1.You use ‘ultimate’ to describe the final result or the original cause of a long series of events. Iggʷran
6678,ultimately,ɣ tegira/ttemi/isggʷra
6679,ululation,taɣʷrit
6680,umbilicus,"abuḍ, ibuḍen"
6681,umbrella,"tar-anẓaṛ, id tar-anẓaṛ (if it is used against rain)֎֎ tar-tafukt, id tar-tafukt (if it is used against sun)֎֎"
6682,umpire,"anfgur, infruren"
6683,unable,ggammi
6684,unattainable,agcrarad
6685,unattractive,iɛifn
6686,unbearable,ur inna a amar
6687,unbelievable,1.Extremely great or suprising. Isnufuln/issxlawn
6688,uncertain,"1.If you are uncertain about something, you do not know what to do. Ur issen"
6689,unclear,ur ittussann
6690,uncomfortable,"1.If you are uncomfortable, you are not physically relaxed and feel slight in pain or disconfort. Iḥnneqn/innukman"
6691,uncommon,idrusn
6692,unconscious,iqqlebn
6693,unconventional,ur igan zund medden
6694,uncork,kkes tasqqent
6695,uncouple,kkes
6696,uncouth,igan afunas/izger/ilef
6697,uncover,zuzzef
6698,uncultivated,inusan/ilusan
6699,under,1.Below or beneath. Ddu
6700,underestimate,ssimẓiy
6701,undergo,sker
6702,underline,"1.If something underlines a feeling or a problem, it emphasizes it. Mel"
6703,undergrowth,"ifski, ifskiyen֎֎ agʷntif, igʷntifen֎֎ agfu, agfuten֎֎ aggfca, aggcfaten֎֎ aglluy, iglluyen֎֎ agcteffa, igcteffaten֎֎ acddir, icderan֎֎ akctaffu, ikctaffuten֎֎ aggacfa, iggacfaten֎֎ axlij, ixlijen֎֎ aggacfa, iggacfaten֎֎ agffa, igffaten֎֎ agffu, igffuten֎֎ imɣi, imɣan֎֎ ufni, unfniyen֎֎ iccfud, iccfuden֎֎ agrman, igrmanen֎֎ asnfeḍ, isnfaḍ֎֎ underneath:  (adv. & prep.) 1.Below or beneath. Ddu/ddawat"
6704,underskirt,"timlesit ilqqemn, timlesa ilqqemen"
6705,understand,"1.If you understand someone or understand what they are saying, you know what they mean. Faw"
6706,understudy,"amari, imariyen"
6707,undertake,"1.When you undertake a task or job, you start doing it. Ssfal"
6708,underway,izzugʷazn
6709,underwear,"win ddu temlesit, id win ddu temlesit"
6710,undo,"1.If you undo a piece of clothing, your unfasten it, for example by opening the buttons. Fsi"
6711,undress,kkes/srem ibrdan/ihdumen/iýìaḍ/imkṛaḍ
6712,uneasy,innukman
6713,unemployed,isummern
6714,unemployed person,"bu-war- tawwuri, id bu-war-tawwuri"
6715,unemployement,"asummer, isummeren"
6716,unexpected,d- ikkuttan/izzan/iggʷran
6717,unfaithful,war taflest
6718,unfair,teffeɣ tiɣdem
6719,unfamiliar,ur igan tamyurt
6720,unfit,"1.If you are unfit, your body is not in good condition because have not been taking enough exercise. Ur igan yat"
6721,unfold,"1.If you unfold something that has been folded, you open it out so that it is flat. Fser/bser"
6722,unforgettable,ur ittettu yan
6723,unfortunately,"wayyahu, wayyahu"
6724,ungrateful,ur issen afulki
6725,unhappy,1.Sad and depressed. Innuɣcefn
6726,unharness,fsi/bsi
6727,unhealthy,1.Something that is unhealthy is likely to cause illness. Ihrecn/ixʷcenn
6728,unhitch,fsi/bsi
6729,unicornous,agnfaḍ
6730,unidetifid,ur ittussann
6731,unimportant,ur ittumnidn
6732,union,"1.An organization of working that aims to improve the working conditions, pay, and benefits of its members. Tamullit, timulliyin"
6733,unique,1.Something that is unique is the only one of its kind. Igan yan
6734,unit,"tamunt, timunin"
6735,unite,mun
6736,United Kingdom,tagldit imunn֎֎
6737,United Nations,timttiyin munnin
6738,States,tisggʷin munnin n Mirikan
6739,unity,"1.Unity is the state of different areas or groups being joined together for form a single country or organization. Tamunt, timunin"
6740,universal,n umrɣad
6741,universe,"amrɣad, imrɣaden"
6742,university,"tasdawit, tisdawiyin"
6743,unkempt,ixbbeln
6744,unkind,ixʷcenn
6745,unknot,fsi/bsi
6746,unknown,ur ittussann/itteyassann
6747,unless,ɣar iɣ
6748,unlike,"1.If one person or thing is unlike another, they are different. Zund/zud"
6749,unlikely,"1.If something is unlikely, it is probably not true or probably will not happen. Ur illan"
6750,unload,zzugʷez
6751,unmoving,ittesmn
6752,unnecessary,ur igan yat
6753,unpack,fsi/bsi
6754,unpleasant,"1.Something unpleasant causes you to have bad feelings, for example by making you uncomfortable or upset. Izzumman/iýýan"
6755,unplug,kkes-d
6756,unpopular,ur ittuḥmaln
6757,unpredictable,iḍleṣn
6758,unreasonable,igan anufel/axʷlu
6759,unreliable,ur ittuflasn
6760,unrest,"amrwi/amrway/asmrway, immrwiyen/imrwayen/ismrwayen"
6761,unsatisfactory,ur iqqaddan/ugumn/ikallan/iwdan/yudan
6762,unsettle,ssiḥel
6763,unsettled,yuḥln
6764,unsignifant,imẓẓiyn/imẓẓin
6765,unskilled,ablhaḍ
6766,unskilfull,ablhaḍ
6767,unsociable,iẓlin
6768,unstable,1.An unstable situation is likely to change suddently and create difficulty or danger. Ittenfaln
6769,unsteady,"1.If you are unsteady, you have difficulty in controlling the movement 275 of your body. Ittektitifn/itteḥbibiḍn/ittemjdiwllin"
6770,unsuccessful,ur isffuɣn/isslkumn
6771,unsuitable,d ur yukan
6772,untangle,fsi/bsi
6773,unthread,fsi/bsi
6774,untidy,1.Something that is untidy is not neat and not arranged in a careful way. Immrwin
6775,untie,"1.If you untie something that is tied to another thing, you remove the string or rope that holds it. Fsi/bsi"
6776,unusual,ur ikccemn ixf
6777,unwell,ihrecn
6778,unwilling,yugʷin
6779,unwise,inufeln
6780,unwrap,fsi/bsi
6781,unyoke,fsi/bsi
6782,up to,ar
6783,upcoming,lli d-yuckan
6784,upland,"tawwa, tiwwin n wakal"
6785,upload,all-d
6786,upon,f
6787,upper,ɣ iggi/ufella n
6788,uproar,taqqurt
6789,uprighthness,"aɣɣʷad, iɣɣʷaden"
6790,uprising,"taɣwwaɣt, tiɣwwaɣt"
6791,uproot,ssukʷef
6792,uprooting,"asskʷef, issukʷefen/issukʷufen"
6793,upstream,s ufella n wasif
6794,up-to-date,d-iggʷran
6795,upwards,s ufella/iggi
6796,urban,n tiɣremt
6797,urgent,izrebn
6798,urinate,lles
6799,urine,aman
6800,usage,"tamyurt, timyurin"
6801,use up,hiyyu
6802,useful,iccan
6803,useless,"12 1.If something or someone is useless, you cannot use it because it is not suitable or helpful. Ur igan/isrbin i yat/umya/walu"
6804,usher,sskcem
6805,usual,1.Usual refers to what happens or what is done most often in a particular situation. N bedda
6806,usually,bedda
6807,usurp,href
6808,utensil,"afcku, ifckan"
6809,uterine,gʷma s immi
6810,uterus,"isiru, isiruten"
6811,utilisation,"Tuggera, tuggriwin"
6812,utilise,eg
6813,uvula,"tabubbat, tibubbatin n taqqayt"
6814,vacant,ixʷan/izwan/yugan
6815,vacation,"1.In American English, a vacation is a holiday. Askkuyes, iskkuyusen"
6816,vaccination,"tagzzayt, tigzzayin"
6817,vaccine,"tagzzayt, tigzzayin"
6818,vagabond,"acmkar, icmkaren"
6819,vagina,"ibecci, ibecwan֎֎ becci, id becci֎֎ abectur, ibcturen֎֎ acttir, icttiren֎֎ affetiq, iffetiqen֎֎ icenbbi, icenbba֎֎ asettiɣ, isttiɣen֎֎ azbur, izburen֎֎ abskennar, ibskennaren֎֎ axṭṭab, 12 /v icṭṭaben֎֎ asttiɣ, isttiɣen֎֎ abctur, ibcturen֎֎"
6820,vacuum,"axwu, ixwuten"
6821,vacuum cleaner,"tassfeḍt, tissfeḍin n tifawt"
6822,vagrant,"acmkar, icmkaren"
6823,vague,illasn
6824,valid,1.A valid ticket or document is one which is accepted by people in authority and can be used. Izzigizn/izrayen/illan/iddern/isuln
6825,valley,"tafrawt, tifrewin"
6826,valve,"aginan, iginanen"
6827,vampire,"aɣʷẓen, iɣʷẓenen"
6828,van,"amasay, imasayen n teɣawsiwin"
6829,vanish,nɣubu
6830,vanity,"tinnumɣert, tinnumɣerin"
6831,variety,"1.If something has variety, it consists of things which are different from eath other. Tamrkest/tamrkist, timrkesin/timrkisin"
6832,variola,tabrruct/taburrct
6833,various,ittustayn
6834,varnish,ɣmes
6835,vary,"1.If things vary, they are different. Naḥya"
6836,vase,"albṭṭa, ilbṭṭaṭen"
6837,vast,icfan
6838,vault,"aḍṛbuẓ, iḍṛbaẓ"
6839,vault of heaven,"tisggʷit, tisggʷitin"
6840,veer,bṛṛem
6841,veal,tifyyi/aksum n uεlluc/waɣʷi
6842,vegetable,"acaga, icagan (mad. isɣa- d kra n icagan!)֎֎ acaka, icakan"
6843,vegetarian,"mecc, id mecc n ɣar icagan/icakan"
6844,vegetation,"immɣi, immɣiyen"
6845,vehicle,"uzzal, uzzalen"
6846,veil,"zzif, id zzif"
6847,vein,"1.Any of the tubes forming part of the blood circulation system. Aẓuṛ, iẓuṛan"
6848,velvet,"aẓeṭṭa, iẓeṭṭaten/iẓeṭṭewan"
6849,vengeance,"asgadda, isgaddaten"
6850,venom,ilamdan
6851,vent,"tunfust, tunfusin"
6852,ventilation hole,"tunfust, tunfusin"
6853,venue,"mmel, id mmel"
6854,verb,"amyag, imyagen"
6855,verdict,"taytti, tayttiwin"
6856,verdigris,"taluft, tilufin"
6857,verjuice,"asmmim, ismmimen"
6858,verse,"1.Verse is poetry. Amareg, imurig"
6859,version,"udm, udmawen"
6860,vertebra,"tawremt, tiwremin"
6861,vertical,ibeddn
6862,vertigo,timlillay
6863,vessel,"tanawt, tanawin"
6864,vestige,"axʷrib, ixʷrban"
6865,vet,"amsifer, imsifern n izgaren/imudar"
6866,vetch,ikiker
6867,veteran,"1.Someone who has served in the armed forces, particularly during a war. Anmaɣ, inmaɣen"
6868,via,ɣ
6869,vial,"tarrukt, tirrukin"
6870,vibrate,mmuss
6871,vibration,"ahuzzu, ihuzzuten"
6872,vicar,"bu-tefacka, id bu-tefacka֎֎ baba n tefacka, id bab tefacka֎֎ u- tefacka, ayt-tefacka֎֎ argaz, irgazen n temzgida n iṛumiyen/tefacka֎֎ anflus, inflas n temzgida n Iṛumiyen/tefacka֎֎"
6873,vice,"1.A habit which is regarded as a weakness in someone’s character. Gar, id gar"
6874,vicious,ixʷcenn
6875,victim,"1.A person harmed, injured, or killed as a result of a crime, accident, or other event or action. Amtcu, imtca"
6876,victory,"tannrut, tinnrutin"
6877,vigilant,iḍufn
6878,vigor,"tadusi, tidusiwin"
6879,village,"usun/asun, usunen"
6880,village police officer,"aḍaf, aḍafen"
6881,vin stock,"tigjdit, tigjda n waḍil"
6882,vinegar,"amaɣus, imaɣusen"
6883,vineyard,"tibḥirt, tibḥirin n waḍil"
6884,violence,takuṛayt
6885,violent,"1.If someone is violent, they use physical force or weapons to hurt or kill people. Ikkatn"
6886,violin,"adinan, idinanen֎֎ inzad, inzaden֎֎ imzad, imzaden֎֎ rribab, id rribab֎֎ bu-uzbiḍa, id bu- uzbiḍa֎֎ bu-uzbida, id bu-uzbida֎֎ atklas, itklasen֎֎ bu-kkzninni, id bu- kkezninni֎֎ tadinit, tidiniyin֎֎"
6887,viper,"tahra, tahriwin"
6888,virgin,"tamgguḍt, timggaḍ"
6889,virginity,"tamrwast, timrwasin"
6890,Virgo,tamgguḍt
6891,virility,"tirrugeza, tirrugeziwin"
6892,virtual,ur illan
6893,virtually,s turda
6894,virtue,"tanafut, tinafutin"
6895,virus,"afirus, ifrusen"
6896,visa,"tamzzrayt, timzzrayin"
6897,viscera,"iliwi, ilawan"
6898,vise,"turnu, turniwin/id turnu"
6899,visible,itteyunnan/ittuẓeṛṛan/ittumnadn/ittumzal
6900,vision,1.Vision is the ability to see clearly. Iẓeṛi
6901,visitor,"anrzif, inrzaf"
6902,visual,n iẓeṛi (mad. dar-s yan umkris n iẓeṛi)֎֎ igan win iẓeṛi
6903,vital,ittumnidn
6904,vitamin,"afitamin, ifitaminen"
6905,vivacious,ittiqqen
6906,vivid,iddern
6907,vixen,"tabaɣuɣt, tibaɣuɣin֎֎ tabaṛṛay, tibaṛṛayin֎֎ tabaɛkkat, tibaɛkkatin֎֎ tabayṛṛut, tibayṛṛutin֎֎ tarakat, tirakatin֎֎"
6908,vocalize,eg amḥas/imḥasen
6909,void,"axwu, ixwuten"
6910,volcano,"abuṛkan, ibuṛkanen"
6911,volume,"1.The volume of something is the amount of it that exists. Uncekk/ancekk/ucekk/uncett, id uncekk/ancekk/ucekk/uncett"
6912,voluntary,1.Voluntary refers to actions that you do because you choose them rather than because you have to do them. Iran
6913,voucher,"tanfult, tinfulin"
6914,voyeur,"anuwwac, inuwwacen"
6915,vowel,"amḥas, imḥasen"
6916,voyage,"amuddu, imudduten n waman/ignwan"
6917,vulgar,immattin/immuttin
6918,vulture,"ḥmmu, id ḥmmu n tuýýut/tefekka"
6919,vulnerable,icḥefn/iṛmin/iḥfufan/irfufn/iɛdemn/ixrura n/ikukeḍn/imdan/iḍyyɛan/isdidn/iqqucca n/igan ixsan/yaddumn/yasusn/ikkuɛman…
6920,waddle,benɣel
6921,wager,"asrus, isrusen"
6922,wagtail,"tamkrazt, timkrazin"
6923,wagon,"takaṛṛuṣt, tikuṛṛaṣ"
6924,wailing,"agdjur, igjduren"
6925,waist,tiddi
6926,waistcoat,"tabdεit, tibεiyin"
6927,waiter,"imniwel, imniwelen"
6928,waitress,"timniwelt, timiniwilin"
6929,wake,"1.When you wake or when you wake up, you become conscious again after being asleep. Duy-d"
6930,wake up,duy-d
6931,waking up,"taduyt, tiduyin"
6932,walk away,ddu
6933,walk backwards,urri/aḍu tiɣʷrdin/ḍaṛat/tikʷrmin
6934,walk in,kcem
6935,walk up,ɣʷli/ɣli
6936,wall,"aɣʷrab, iɣʷrban"
6937,wall tile,"akʷfaf, ikʷfafen"
6938,wallet,"talbẓḍamt, tilbẓḍamin"
6939,wallow,telles
6940,walnut,"agʷmmu, igʷmma/igʷmmuten"
6941,walnut tree,"aswik, iswiken"
6942,wander,"1.If you wander around a place, you walk around it in a casual way. Lli"
6943,wanderer,"acmkar, icmkaren"
6944,wandering,"ulluy, ulluyen"
6945,want,iri
6946,war,"1.A period of fighting between countries. Imiɣ, imaɣen"
6947,ward,"1.A separate room in a hospital, typically one allocated to a particular 13 type of patient. Amṣṛi, imṣṛiyen"
6948,ward off,anef
6949,warden,"aḍaf, aḍafen֎֎ anḍaf, inḍafen֎֎ amḍuf, imḍufen֎֎ amḍaf, imḍafen֎֎ amḍif, imḍifen֎֎ amawal, imawalen֎֎ amfgur, imfguren֎֎ anbdad, inbdaden֎֎ amzarfu, imzurfa֎֎ amatar, imataren֎֎ anmater, inmateren֎֎ amagaz, imgazen֎֎ awggaf, iwggafen֎֎ amsgadir, imsgadiren֎֎ amzgadir, imzgadiren֎֎ amẓagadir, imẓigadiren֎֎ afaḍaḍ, ifaḍaḍen֎֎ anbuder, inbuderen֎֎ anbdad, inbdaden֎֎"
